mp_name,gender, constit,rating,rating_democracy_total,mp_img
"Mrs Sheryll Murray MP","1","South East Cornwall","-144.939","32","https://assets3.parliament.uk/ext/mnis-bio-person/www.dodspeople.com/photos/62747.jpg.jpg"
"Sir Geoffrey Clifton-Brown MP","0","The Cotswolds","-221.23","29","https://assets3.parliament.uk/ext/mnis-bio-person/www.dodspeople.com/photos/25708.jpg.jpg"
"Colleen Fletcher MP","1","Coventry North East","-10.6478","-18","https://assets3.parliament.uk/ext/mnis-bio-person/www.dodspeople.com/photos/109467.jpg.jpg"
"Mr Geoffrey Robinson MP","0","Coventry North West","-209.796","-19","https://assets3.parliament.uk/ext/mnis-bio-person/www.dodspeople.com/photos/25201.jpg.jpg"
"Mr Jim Cunningham MP","0","Coventry South","-63.8137","-16","https://assets3.parliament.uk/ext/mnis-bio-person/www.dodspeople.com/photos/25575.jpg.jpg"
"Henry Smith MP","0","Crawley","26.8742","33","https://assets3.parliament.uk/ext/mnis-bio-person/www.dodspeople.com/photos/35320.jpg.jpg"
"Laura Smith MP","1","Crewe and Nantwich","111.41","-9","https://assets3.parliament.uk/ext/mnis-bio-person/www.dodspeople.com/photos/148159.jpg.jpg"
"Sarah Jones MP","1","Croydon Central","64.7223","-22","https://assets3.parliament.uk/ext/mnis-bio-person/www.dodspeople.com/photos/53636.jpg.jpg"
"Mr Steve Reed MP","0","Croydon North","34.7955","-22","https://assets3.parliament.uk/ext/mnis-bio-person/www.dodspeople.com/photos/101345.jpg.jpg"
"Chris Philp MP","0","Croydon South","12.0299","24","https://assets3.parliament.uk/ext/mnis-bio-person/www.dodspeople.com/photos/62759.jpg.jpg"
"Stuart C. McDonald MP","0","Cumbernauld, Kilsyth and Kirkintilloch East","115.239","-19","https://assets3.parliament.uk/ext/mnis-bio-person/www.dodspeople.com/photos/136662.jpg.jpg"
"Rt Hon Ann Clwyd MP","1","Cynon Valley","8.39577","-17","https://assets3.parliament.uk/ext/mnis-bio-person/www.dodspeople.com/photos/25755.jpg.jpg"
"Jon Cruddas MP","0","Dagenham and Rainham","51.222","-13","https://assets3.parliament.uk/ext/mnis-bio-person/www.dodspeople.com/photos/25577.jpg.jpg"
"Jenny Chapman MP","1","Darlington","164.287","-19","https://assets3.parliament.uk/ext/mnis-bio-person/www.dodspeople.com/photos/83499.jpg.jpg"
"Gareth Johnson MP","0","Dartford","14.2869","32","https://assets3.parliament.uk/ext/mnis-bio-person/www.dodspeople.com/photos/35325.jpg.jpg"
"Chris Heaton-Harris MP","0","Daventry","-53.4065","26","https://assets3.parliament.uk/ext/mnis-bio-person/www.dodspeople.com/photos/28244.jpg.jpg"
"Rt Hon David Hanson MP","0","Delyn","-156.047","-18","https://assets3.parliament.uk/ext/mnis-bio-person/www.dodspeople.com/photos/25676.jpg.jpg"
"Andrew Gwynne MP","0","Denton and Reddish","-13.7038","-14","https://assets3.parliament.uk/ext/mnis-bio-person/www.dodspeople.com/photos/35894.jpg.jpg"
"Chris Williamson MP","0","Derby North","0.564833","-9","https://assets3.parliament.uk/ext/mnis-bio-person/www.dodspeople.com/photos/84368.jpg.jpg"
"Rt Hon Margaret Beckett MP","1","Derby South","-222.084","-18","https://assets3.parliament.uk/ext/mnis-bio-person/www.dodspeople.com/photos/25805.jpg.jpg"
"Rt Hon Sir Patrick McLoughlin MP","0","Derbyshire Dales","-120.03","22","https://assets3.parliament.uk/ext/mnis-bio-person/www.dodspeople.com/photos/25481.jpg.jpg"
"Mrs Pauline Latham MP","1","Mid Derbyshire","-76.2253","29","https://assets3.parliament.uk/ext/mnis-bio-person/www.dodspeople.com/photos/41721.jpg.jpg"
"Lee Rowley MP","0","North East Derbyshire","-18.8899","34","https://assets3.parliament.uk/ext/mnis-bio-person/www.dodspeople.com/photos/83604.jpg.jpg"
"Mrs Heather Wheeler MP","1","South Derbyshire","-138.58","25","https://assets3.parliament.uk/ext/mnis-bio-person/www.dodspeople.com/photos/35319.jpg.jpg"
"Rt Hon Claire Perry MP","1","Devizes","164.205","14","https://assets3.parliament.uk/ext/mnis-bio-person/www.dodspeople.com/photos/83522.jpg.jpg"
"Rt Hon Mel Stride MP","1","Central Devon","8.14028","23","https://assets3.parliament.uk/ext/mnis-bio-person/www.dodspeople.com/photos/62786.jpg.jpg"
"Rt Hon Sir Hugo Swire MP","0","East Devon","-49.6819","23","https://assets3.parliament.uk/ext/mnis-bio-person/www.dodspeople.com/photos/25212.jpg.jpg"
"Peter Heaton-Jones MP","0","North Devon","-147.687","24","https://assets3.parliament.uk/ext/mnis-bio-person/www.dodspeople.com/photos/100867.jpg.jpg"
"Sir Gary Streeter MP","0","South West Devon","-290.037","20","https://assets3.parliament.uk/ext/mnis-bio-person/www.dodspeople.com/photos/25211.jpg.jpg"
"Rt Hon Geoffrey Cox QC MP","0","Torridge and West Devon","-99.8742","16","https://assets3.parliament.uk/ext/mnis-bio-person/www.dodspeople.com/photos/31700.jpg.jpg"
"Paula Sherriff MP","1","Dewsbury","172.939","-19","https://assets3.parliament.uk/ext/mnis-bio-person/www.dodspeople.com/photos/108955.jpg.jpg"
"Rt Hon Caroline Flint MP","1","Don Valley","284.942","2","https://assets3.parliament.uk/ext/mnis-bio-person/www.dodspeople.com/photos/25645.jpg.jpg"
"Rt Hon Dame Rosie Winterton MP","1","Doncaster Central","-211.96","0","https://assets3.parliament.uk/ext/mnis-bio-person/www.dodspeople.com/photos/25253.jpg.jpg"
"Rt Hon Edward Miliband MP","0","Doncaster North","-132.13","-20","https://assets3.parliament.uk/ext/mnis-bio-person/www.dodspeople.com/photos/40791.jpg.jpg"
"Michael Tomlinson MP","0","Mid Dorset and North Poole","-116.594","32","https://assets3.parliament.uk/ext/mnis-bio-person/www.dodspeople.com/photos/106247.jpg.jpg"
"Simon Hoare MP","0","North Dorset","-341.143","15","https://assets3.parliament.uk/ext/mnis-bio-person/www.dodspeople.com/photos/72275.jpg.jpg"
"Richard Drax MP","0","South Dorset","88.3053","27","https://assets3.parliament.uk/ext/mnis-bio-person/www.dodspeople.com/photos/62850.jpg.jpg"
"Rt Hon Sir Oliver Letwin MP","0","West Dorset","-178.968","-8","https://assets3.parliament.uk/ext/mnis-bio-person/www.dodspeople.com/photos/25415.jpg.jpg"
"Charlie Elphicke MP","0","Dover","90.1636","32","https://assets3.parliament.uk/ext/mnis-bio-person/www.dodspeople.com/photos/41646.jpg.jpg"
"Lady Hermon MP","1","North Down","-88.2275","6","https://assets3.parliament.uk/ext/mnis-bio-person/www.dodspeople.com/photos/25175.jpg.jpg"
"Chris Hazzard MP","0","South Down","87.5348","0","https://assets3.parliament.uk/ext/mnis-bio-person/www.dodspeople.com/photos/96246.jpg.jpg"
"Ian Austin MP","0","Dudley North","7.35586","7","https://assets3.parliament.uk/ext/mnis-bio-person/www.dodspeople.com/photos/19494.jpg.jpg"
"Mike Wood MP","0","Dudley South","66.3092","26","https://assets3.parliament.uk/ext/mnis-bio-person/www.dodspeople.com/photos/132423.jpg.jpg"
"Helen Hayes MP","1","Dulwich and West Norwood","-10.4125","-22","https://assets3.parliament.uk/ext/mnis-bio-person/www.dodspeople.com/photos/110373.jpg.jpg"
"Mr Alister Jack MP","0","Dumfries and Galloway","15.7747","20","https://assets3.parliament.uk/ext/mnis-bio-person/www.dodspeople.com/photos/148300.jpg.jpg"
"Rt Hon David Mundell MP","0","Dumfriesshire, Clydesdale and Tweeddale","-73.7007","14","https://assets3.parliament.uk/ext/mnis-bio-person/www.dodspeople.com/photos/32679.jpg.jpg"
"Jo Swinson MP","1","East Dunbartonshire","222.609","-21","https://assets3.parliament.uk/ext/mnis-bio-person/www.dodspeople.com/photos/31661.jpg.jpg"
"Martin Docherty-Hughes MP","0","West Dunbartonshire","39.6257","-19","https://assets3.parliament.uk/ext/mnis-bio-person/www.dodspeople.com/photos/121941.jpg.jpg"
"Stewart Hosie MP","0","Dundee East","110.498","-18","https://assets3.parliament.uk/ext/mnis-bio-person/www.dodspeople.com/photos/38317.jpg.jpg"
"Chris Law MP","0","Dundee West","-249.004","-19","https://assets3.parliament.uk/ext/mnis-bio-person/www.dodspeople.com/photos/137565.jpg.jpg"
"Douglas Chapman MP","0","Dunfermline and West Fife","85.482","-18","https://assets3.parliament.uk/ext/mnis-bio-person/www.dodspeople.com/photos/38326.jpg.jpg"
"Dr Roberta Blackman-Woods MP","1","City of Durham","331.964","-22","https://assets3.parliament.uk/ext/mnis-bio-person/www.dodspeople.com/photos/35889.jpg.jpg"
"Rt Hon Kevan Jones MP","0","North Durham","73.3399","-12","https://assets3.parliament.uk/ext/mnis-bio-person/www.dodspeople.com/photos/25525.jpg.jpg"
"Laura Pidcock MP","1","North West Durham","68.2349","-20","https://assets3.parliament.uk/ext/mnis-bio-person/www.dodspeople.com/photos/113757.jpg.jpg"
"Rt Hon Liz Saville Roberts MP","1","Dwyfor Meirionnydd","245.291","-21","https://assets3.parliament.uk/ext/mnis-bio-person/www.dodspeople.com/photos/58063.jpg.jpg"
"Dr Rupa Huq MP","1","Ealing Central and Acton","-4.51101","-20","https://assets3.parliament.uk/ext/mnis-bio-person/www.dodspeople.com/photos/38860.jpg.jpg"
"Stephen Pound MP","0","Ealing North","12.91","-20","https://assets3.parliament.uk/ext/mnis-bio-person/www.dodspeople.com/photos/25409.jpg.jpg"
"Mr Virendra Sharma MP","0","Ealing, Southall","-241.252","-21","https://assets3.parliament.uk/ext/mnis-bio-person/www.dodspeople.com/photos/61606.jpg.jpg"
"Grahame Morris MP","0","Easington","-309.53","-6","https://assets3.parliament.uk/ext/mnis-bio-person/www.dodspeople.com/photos/64630.jpg.jpg"
"Rt Hon Stephen Timms MP","0","East Ham","-131.964","-21","https://assets3.parliament.uk/ext/mnis-bio-person/www.dodspeople.com/photos/25278.jpg.jpg"
"Dr Lisa Cameron MP","1","East Kilbride, Strathaven and Lesmahagow","117.536","-19","https://assets3.parliament.uk/ext/mnis-bio-person/www.dodspeople.com/photos/138153.jpg.jpg"
"Martin Whitfield MP","0","East Lothian","86.7935","-23","https://assets3.parliament.uk/ext/mnis-bio-person/www.dodspeople.com/photos/148609.jpg.jpg"
"Stephen Lloyd MP","0","Eastbourne","-246.615","-22","https://assets3.parliament.uk/ext/mnis-bio-person/www.dodspeople.com/photos/31663.jpg.jpg"
"Mims Davies MP","1","Eastleigh","232.48","28","https://assets3.parliament.uk/ext/mnis-bio-person/www.dodspeople.com/photos/128904.jpg.jpg"
"Antoinette Sandbach MP","1","Eddisbury","7.13291","-16","https://assets3.parliament.uk/ext/mnis-bio-person/www.dodspeople.com/photos/58080.jpg.jpg"
"Tommy Sheppard MP","0","Edinburgh East","-161.369","-19","https://assets3.parliament.uk/ext/mnis-bio-person/www.dodspeople.com/photos/137173.jpg.jpg"
"Deidre Brock MP","1","Edinburgh North and Leith","-5.42235","-19","https://assets3.parliament.uk/ext/mnis-bio-person/www.dodspeople.com/photos/121884.jpg.jpg"
"Ian Murray MP","0","Edinburgh South","-21.7612","-22","https://assets3.parliament.uk/ext/mnis-bio-person/www.dodspeople.com/photos/85111.jpg.jpg"
"Joanna Cherry QC MP","1","Edinburgh South West","-33.3581","-19","https://assets3.parliament.uk/ext/mnis-bio-person/www.dodspeople.com/photos/137578.jpg.jpg"
"Christine Jardine MP","1","Edinburgh West","-0.129105","-20","https://assets3.parliament.uk/ext/mnis-bio-person/www.dodspeople.com/photos/91069.jpg.jpg"
"Kate Osamor MP","1","Edmonton","-5.46044","-19","https://assets3.parliament.uk/ext/mnis-bio-person/www.dodspeople.com/photos/134269.jpg.jpg"
"Justin Madders MP","0","Ellesmere Port and Neston","39.0977","-16","https://assets3.parliament.uk/ext/mnis-bio-person/www.dodspeople.com/photos/36008.jpg.jpg"
"Alec Shelbrooke MP","0","Elmet and Rothwell","-127.225","16","https://assets3.parliament.uk/ext/mnis-bio-person/www.dodspeople.com/photos/35500.jpg.jpg"
"Clive Efford MP","0","Eltham","-1.345","-21","https://assets3.parliament.uk/ext/mnis-bio-person/www.dodspeople.com/photos/25662.jpg.jpg"
"Rt Hon Joan Ryan MP","1","Enfield North","10.5151","-15","https://assets3.parliament.uk/ext/mnis-bio-person/www.dodspeople.com/photos/25365.jpg.jpg"
"Bambos Charalambous MP","0","Enfield, Southgate","-188.15","-18","https://assets3.parliament.uk/ext/mnis-bio-person/www.dodspeople.com/photos/35903.jpg.jpg"
"Rt Hon Dame Eleanor Laing MP","1","Epping Forest","63.2398","0","https://assets3.parliament.uk/ext/mnis-bio-person/www.dodspeople.com/photos/25182.jpg.jpg"
"Rt Hon Chris Grayling MP","0","Epsom and Ewell","-104.02","18","https://assets3.parliament.uk/ext/mnis-bio-person/www.dodspeople.com/photos/25172.jpg.jpg"
"Maggie Throup MP","1","Erewash","22.7658","27","https://assets3.parliament.uk/ext/mnis-bio-person/www.dodspeople.com/photos/37796.jpg.jpg"
"Teresa Pearce MP","1","Erith and Thamesmead","149.31","-20","https://assets3.parliament.uk/ext/mnis-bio-person/www.dodspeople.com/photos/79865.jpg.jpg"
"Rt Hon Dominic Raab MP","0","Esher and Walton","7.78476","32","https://assets3.parliament.uk/ext/mnis-bio-person/www.dodspeople.com/photos/83496.jpg.jpg"
"Rt Hon Ben Bradshaw MP","0","Exeter","20.3096","-21","https://assets3.parliament.uk/ext/mnis-bio-person/www.dodspeople.com/photos/25160.jpg.jpg"
"John McNally MP","0","Falkirk","28.9794","-15","https://assets3.parliament.uk/ext/mnis-bio-person/www.dodspeople.com/photos/74749.jpg.jpg"
"Suella Braverman MP","1","Fareham","202.485","34","https://assets3.parliament.uk/ext/mnis-bio-person/www.dodspeople.com/photos/138038.jpg.jpg"
"Helen Whately MP","1","Faversham and Mid Kent","112.219","24","https://assets3.parliament.uk/ext/mnis-bio-person/www.dodspeople.com/photos/137998.jpg.jpg"
"Seema Malhotra MP","1","Feltham and Heston","18.9595","-19","https://assets3.parliament.uk/ext/mnis-bio-person/www.dodspeople.com/photos/95400.jpg.jpg"
"Michelle Gildernew MP","1","Fermanagh and South Tyrone","115.602","0","https://assets3.parliament.uk/ext/mnis-bio-person/www.dodspeople.com/photos/25626.jpg.jpg"
"Stephen Gethins MP","0","North East Fife","311.123","-18","https://assets3.parliament.uk/ext/mnis-bio-person/www.dodspeople.com/photos/137229.jpg.jpg"
"Jack Lopresti MP","0","Filton and Bradley Stoke","121.164","26","https://assets3.parliament.uk/ext/mnis-bio-person/www.dodspeople.com/photos/41628.jpg.jpg"
"Mike Freer MP","0","Finchley and Golders Green","-71.8787","19","https://assets3.parliament.uk/ext/mnis-bio-person/www.dodspeople.com/photos/35366.jpg.jpg"
"Damian Collins MP","0","Folkestone and Hythe","-43.5777","22","https://assets3.parliament.uk/ext/mnis-bio-person/www.dodspeople.com/photos/35404.jpg.jpg"
"Rt Hon Mark Harper MP","0","Forest of Dean","22.4591","31","https://assets3.parliament.uk/ext/mnis-bio-person/www.dodspeople.com/photos/31687.jpg.jpg"
"Elisha McCallion MP","1","Foyle","221.42","0","https://assets3.parliament.uk/ext/mnis-bio-person/www.dodspeople.com/photos/122191.jpg.jpg"
"Mark Menzies MP","0","Fylde","52.3581","27","https://assets3.parliament.uk/ext/mnis-bio-person/www.dodspeople.com/photos/31587.jpg.jpg"
"Rt Hon Sir Edward Leigh MP","0","Gainsborough","-185.763","25","https://assets3.parliament.uk/ext/mnis-bio-person/www.dodspeople.com/photos/25183.jpg.jpg"
"Maria Eagle MP","1","Garston and Halewood","55.1196","-20","https://assets3.parliament.uk/ext/mnis-bio-person/www.dodspeople.com/photos/25660.jpg.jpg"
"Ian Mearns MP","0","Gateshead","-212.49","-19","https://assets3.parliament.uk/ext/mnis-bio-person/www.dodspeople.com/photos/84679.jpg.jpg"
"Vernon Coaker MP","0","Gedling","-256.169","-19","https://assets3.parliament.uk/ext/mnis-bio-person/www.dodspeople.com/photos/25758.jpg.jpg"
"Rehman Chishti MP","0","Gillingham and Rainham","-171.529","35","https://assets3.parliament.uk/ext/mnis-bio-person/www.dodspeople.com/photos/35922.jpg.jpg"
"Alison Thewliss MP","1","Glasgow Central","37.7415","-19","https://assets3.parliament.uk/ext/mnis-bio-person/www.dodspeople.com/photos/121936.jpg.jpg"
"David Linden MP","0","Glasgow East","125.038","-16","https://assets3.parliament.uk/ext/mnis-bio-person/www.dodspeople.com/photos/148035.jpg.jpg"
"Patrick Grady MP","0","Glasgow North","53.1224","-19","https://assets3.parliament.uk/ext/mnis-bio-person/www.dodspeople.com/photos/74751.jpg.jpg"
"Mr Paul Sweeney MP","0","Glasgow North East","162.11","-22","https://assets3.parliament.uk/ext/mnis-bio-person/www.dodspeople.com/photos/143100.jpg.jpg"
"Carol Monaghan MP","1","Glasgow North West","94.1676","-18","https://assets3.parliament.uk/ext/mnis-bio-person/www.dodspeople.com/photos/137172.jpg.jpg"
"Stewart Malcolm McDonald MP","0","Glasgow South","-97.38","-19","https://assets3.parliament.uk/ext/mnis-bio-person/www.dodspeople.com/photos/137276.jpg.jpg"
"Chris Stephens MP","0","Glasgow South West","-44.2962","-19","https://assets3.parliament.uk/ext/mnis-bio-person/www.dodspeople.com/photos/43113.jpg.jpg"
"Peter Grant MP","0","Glenrothes","-287.795","-19","https://assets3.parliament.uk/ext/mnis-bio-person/www.dodspeople.com/photos/74701.jpg.jpg"
"Richard Graham MP","0","Gloucester","-114.626","17","https://assets3.parliament.uk/ext/mnis-bio-person/www.dodspeople.com/photos/62688.jpg.jpg"
"Colin Clark MP","0","Gordon","84.8345","21","https://assets3.parliament.uk/ext/mnis-bio-person/www.dodspeople.com/photos/134555.jpg.jpg"
"Caroline Dinenage MP","1","Gosport","136.726","26","https://assets3.parliament.uk/ext/mnis-bio-person/www.dodspeople.com/photos/35430.jpg.jpg"
"Tonia Antoniazzi MP","1","Gower","41.0995","-23","https://assets3.parliament.uk/ext/mnis-bio-person/www.dodspeople.com/photos/143230.jpg.jpg"
"Nick Boles MP","0","Grantham and Stamford","53.9403","-11","https://assets3.parliament.uk/ext/mnis-bio-person/www.dodspeople.com/photos/35373.jpg.jpg"
"Adam Holloway MP","0","Gravesham","145.812","34","https://assets3.parliament.uk/ext/mnis-bio-person/www.dodspeople.com/photos/35356.jpg.jpg"
"Melanie Onn MP","1","Great Grimsby","311.235","-13","https://assets3.parliament.uk/ext/mnis-bio-person/www.dodspeople.com/photos/133966.jpg.jpg"
"Rt Hon Brandon Lewis MP","0","Great Yarmouth","243.422","16","https://assets3.parliament.uk/ext/mnis-bio-person/www.dodspeople.com/photos/43555.jpg.jpg"
"Matthew Pennycook MP","0","Greenwich and Woolwich","253.973","-21","https://assets3.parliament.uk/ext/mnis-bio-person/www.dodspeople.com/photos/109310.jpg.jpg"
"Rt Hon Anne Milton MP","1","Guildford","-142.03","14","https://assets3.parliament.uk/ext/mnis-bio-person/www.dodspeople.com/photos/35360.jpg.jpg"
"Rt Hon Diane Abbott MP","1","Hackney North and Stoke Newington","-75.482","-20","https://assets3.parliament.uk/ext/mnis-bio-person/www.dodspeople.com/photos/25790.jpg.jpg"
"Meg Hillier MP","1","Hackney South and Shoreditch","95.1258","-23","https://assets3.parliament.uk/ext/mnis-bio-person/www.dodspeople.com/photos/35914.jpg.jpg"
"James Morris MP","0","Halesowen and Rowley Regis","3.40631","29","https://assets3.parliament.uk/ext/mnis-bio-person/www.dodspeople.com/photos/74640.jpg.jpg"
"Holly Lynch MP","1","Halifax","52.4652","-21","https://assets3.parliament.uk/ext/mnis-bio-person/www.dodspeople.com/photos/138673.jpg.jpg"
"Rt Hon David Davis MP","0","Haltemprice and Howden","-34.0025","30","https://assets3.parliament.uk/ext/mnis-bio-person/www.dodspeople.com/photos/25643.jpg.jpg"
"Derek Twigg MP","0","Halton","-47.6819","-6","https://assets3.parliament.uk/ext/mnis-bio-person/www.dodspeople.com/photos/25293.jpg.jpg"
"Andy Slaughter MP","0","Hammersmith","-270.891","-21","https://assets3.parliament.uk/ext/mnis-bio-person/www.dodspeople.com/photos/35897.jpg.jpg"
"Rt Hon Damian Hinds MP","0","East Hampshire","101.763","15","https://assets3.parliament.uk/ext/mnis-bio-person/www.dodspeople.com/photos/35480.jpg.jpg"
"Mr Ranil Jayawardena MP","0","North East Hampshire","25.5","34","https://assets3.parliament.uk/ext/mnis-bio-person/www.dodspeople.com/photos/92009.jpg.jpg"
"Kit Malthouse MP","0","North West Hampshire","64.0574","23","https://assets3.parliament.uk/ext/mnis-bio-person/www.dodspeople.com/photos/96015.jpg.jpg"
"Tulip Siddiq MP","1","Hampstead and Kilburn","199.204","-21","https://assets3.parliament.uk/ext/mnis-bio-person/www.dodspeople.com/photos/106201.jpg.jpg"
"Neil O'Brien MP","0","Harborough","76.1224","26","https://assets3.parliament.uk/ext/mnis-bio-person/www.dodspeople.com/photos/58531.jpg.jpg"
"Rt Hon Robert Halfon MP","0","Harlow","-110.953","24","https://assets3.parliament.uk/ext/mnis-bio-person/www.dodspeople.com/photos/31730.jpg.jpg"
"Andrew Jones MP","0","Harrogate and Knaresborough","-33.0414","22","https://assets3.parliament.uk/ext/mnis-bio-person/www.dodspeople.com/photos/41851.jpg.jpg"
"Bob Blackman MP","0","Harrow East","-59.9513","26","https://assets3.parliament.uk/ext/mnis-bio-person/www.dodspeople.com/photos/37675.jpg.jpg"
"Gareth Thomas MP","0","Harrow West","-15.3958","-23","https://assets3.parliament.uk/ext/mnis-bio-person/www.dodspeople.com/photos/25273.jpg.jpg"
"Mike Hill MP","0","Hartlepool","82.7612","-13","https://assets3.parliament.uk/ext/mnis-bio-person/www.dodspeople.com/photos/136671.jpg.jpg"
"Sir Bernard Jenkin MP","0","Harwich and North Essex","-46.1451","34","https://assets3.parliament.uk/ext/mnis-bio-person/www.dodspeople.com/photos/25515.jpg.jpg"
"Rt Hon Amber Rudd MP","1","Hastings and Rye","154.969","15","https://assets3.parliament.uk/ext/mnis-bio-person/www.dodspeople.com/photos/41303.jpg.jpg"
"Alan Mak MP","0","Havant","23.6583","27","https://assets3.parliament.uk/ext/mnis-bio-person/www.dodspeople.com/photos/136491.jpg.jpg"
"Rt Hon John McDonnell MP","0","Hayes and Harlington","-107.399","-19","https://assets3.parliament.uk/ext/mnis-bio-person/www.dodspeople.com/photos/25474.jpg.jpg"
"Mr William Wragg MP","0","Hazel Grove","-65.1244","30","https://assets3.parliament.uk/ext/mnis-bio-person/www.dodspeople.com/photos/106418.jpg.jpg"
"Rt Hon Sir Mike Penning MP","0","Hemel Hempstead","-141.915","29","https://assets3.parliament.uk/ext/mnis-bio-person/www.dodspeople.com/photos/31734.jpg.jpg"
"Jon Trickett MP","0","Hemsworth","16.9794","-18","https://assets3.parliament.uk/ext/mnis-bio-person/www.dodspeople.com/photos/25290.jpg.jpg"
"Dr Matthew Offord MP","0","Hendon","39.0633","32","https://assets3.parliament.uk/ext/mnis-bio-person/www.dodspeople.com/photos/42618.jpg.jpg"
"John Howell MP","0","Henley","-193.265","23","https://assets3.parliament.uk/ext/mnis-bio-person/www.dodspeople.com/photos/72787.jpg.jpg"
"Jesse Norman MP","0","Hereford and South Herefordshire","-34.792","26","https://assets3.parliament.uk/ext/mnis-bio-person/www.dodspeople.com/photos/51624.jpg.jpg"
"Bill Wiggin MP","0","North Herefordshire","-43.4849","25","https://assets3.parliament.uk/ext/mnis-bio-person/www.dodspeople.com/photos/25244.jpg.jpg"
"Mr Mark Prisk MP","0","Hertford and Stortford","48.8793","20","https://assets3.parliament.uk/ext/mnis-bio-person/www.dodspeople.com/photos/25334.jpg.jpg"
"Rt Hon Sir Oliver Heald QC MP","0","North East Hertfordshire","-207.548","17","https://assets3.parliament.uk/ext/mnis-bio-person/www.dodspeople.com/photos/25566.jpg.jpg"
"Rt Hon David Gauke MP","0","South West Hertfordshire","-170.996","15","https://assets3.parliament.uk/ext/mnis-bio-person/www.dodspeople.com/photos/31647.jpg.jpg"
"Oliver Dowden MP","0","Hertsmere","-138.529","23","https://assets3.parliament.uk/ext/mnis-bio-person/www.dodspeople.com/photos/92550.jpg.jpg"
"Guy Opperman MP","0","Hexham","-79.2367","22","https://assets3.parliament.uk/ext/mnis-bio-person/www.dodspeople.com/photos/41334.jpg.jpg"
"Liz McInnes MP","1","Heywood and Middleton","-33.3559","-18","https://assets3.parliament.uk/ext/mnis-bio-person/www.dodspeople.com/photos/114939.jpg.jpg"
"Ruth George MP","1","High Peak","33.1911","-20","https://assets3.parliament.uk/ext/mnis-bio-person/www.dodspeople.com/photos/148806.jpg.jpg"
"Bim Afolami MP","0","Hitchin and Harpenden","-97.502","16","https://assets3.parliament.uk/ext/mnis-bio-person/www.dodspeople.com/photos/133811.jpg.jpg"
"Rt Hon Keir Starmer MP","0","Holborn and St Pancras","215.191","-20","https://assets3.parliament.uk/ext/mnis-bio-person/www.dodspeople.com/photos/75589.jpg.jpg"
"Julia Lopez MP","1","Hornchurch and Upminster","124.795","34","https://assets3.parliament.uk/ext/mnis-bio-person/www.dodspeople.com/photos/132474.jpg.jpg"
"Catherine West MP","1","Hornsey and Wood Green","51.1911","-23","https://assets3.parliament.uk/ext/mnis-bio-person/www.dodspeople.com/photos/106391.jpg.jpg"
"Jeremy Quin MP","0","Horsham","-35.2031","21","https://assets3.parliament.uk/ext/mnis-bio-person/www.dodspeople.com/photos/138505.jpg.jpg"
"Bridget Phillipson MP","1","Houghton and Sunderland South","44.7806","-20","https://assets3.parliament.uk/ext/mnis-bio-person/www.dodspeople.com/photos/79095.jpg.jpg"
"Peter Kyle MP","0","Hove","-16.1291","-21","https://assets3.parliament.uk/ext/mnis-bio-person/www.dodspeople.com/photos/54213.jpg.jpg"
"Mr Barry Sheerman MP","0","Huddersfield","-117.258","-20","https://assets3.parliament.uk/ext/mnis-bio-person/www.dodspeople.com/photos/25297.jpg.jpg"
"Karl Turner MP","0","Kingston upon Hull East","-91.4151","-20","https://assets3.parliament.uk/ext/mnis-bio-person/www.dodspeople.com/photos/72313.jpg.jpg"
"Diana Johnson MP","1","Kingston upon Hull North","-5.67257","-19","https://assets3.parliament.uk/ext/mnis-bio-person/www.dodspeople.com/photos/35928.jpg.jpg"
