mp_name,gender, constit,rating,rating_democracy_total,mp_img
"Emma Hardy MP","1","Kingston upon Hull West and Hessle","122.259","-20","https://assets3.parliament.uk/ext/mnis-bio-person/www.dodspeople.com/photos/148271.jpg.jpg"
"Mr Jonathan Djanogly MP","0","Huntingdon","80.8776","-5","https://assets3.parliament.uk/ext/mnis-bio-person/www.dodspeople.com/photos/25639.jpg.jpg"
"Graham P Jones MP","0","Hyndburn","-11.4125","-19","https://assets3.parliament.uk/ext/mnis-bio-person/www.dodspeople.com/photos/83620.jpg.jpg"
"Wes Streeting MP","0","Ilford North","46.9276","-20","https://assets3.parliament.uk/ext/mnis-bio-person/www.dodspeople.com/photos/108876.jpg.jpg"
"Mike Gapes MP","0","Ilford South","-264.494","-15","https://assets3.parliament.uk/ext/mnis-bio-person/www.dodspeople.com/photos/25650.jpg.jpg"
"Ronnie Cowan MP","0","Inverclyde","22.948","-19","https://assets3.parliament.uk/ext/mnis-bio-person/www.dodspeople.com/photos/138155.jpg.jpg"
"Drew Hendry MP","0","Inverness, Nairn, Badenoch and Strathspey","65.089","-19","https://assets3.parliament.uk/ext/mnis-bio-person/www.dodspeople.com/photos/77858.jpg.jpg"
"Sandy Martin MP","0","Ipswich","-117.594","-21","https://assets3.parliament.uk/ext/mnis-bio-person/www.dodspeople.com/photos/107121.jpg.jpg"
"Mr Bob Seely MP","0","Isle of Wight","86.208","26","https://assets3.parliament.uk/ext/mnis-bio-person/www.dodspeople.com/photos/35259.jpg.jpg"
"Rt Hon Jeremy Corbyn MP","0","Islington North","-273.324","-20","https://assets3.parliament.uk/ext/mnis-bio-person/www.dodspeople.com/photos/25692.jpg.jpg"
"Rt Hon Emily Thornberry MP","1","Islington South and Finsbury","-59.3754","-18","https://assets3.parliament.uk/ext/mnis-bio-person/www.dodspeople.com/photos/35925.jpg.jpg"
"Chris Evans MP","0","Islwyn","274.657","-18","https://assets3.parliament.uk/ext/mnis-bio-person/www.dodspeople.com/photos/84900.jpg.jpg"
"Mr Stephen Hepburn MP","0","Jarrow","-38.5483","26","https://assets3.parliament.uk/ext/mnis-bio-person/www.dodspeople.com/photos/25595.jpg.jpg"
"John Grogan MP","0","Keighley","-34.6312","-23","https://assets3.parliament.uk/ext/mnis-bio-person/www.dodspeople.com/photos/25549.jpg.jpg"
"Rt Hon Jeremy Wright QC MP","0","Kenilworth and Southam","78.4223","14","https://assets3.parliament.uk/ext/mnis-bio-person/www.dodspeople.com/photos/35436.jpg.jpg"
"Emma Dent Coad MP","1","Kensington","16.9466","-19","https://assets3.parliament.uk/ext/mnis-bio-person/www.dodspeople.com/photos/148258.jpg.jpg"
"Mr Philip Hollobone MP","0","Kettering","-132.812","37","https://assets3.parliament.uk/ext/mnis-bio-person/www.dodspeople.com/photos/31683.jpg.jpg"
"Alan Brown MP","0","Kilmarnock and Loudoun","66.8364","-19","https://assets3.parliament.uk/ext/mnis-bio-person/www.dodspeople.com/photos/122026.jpg.jpg"
"Rt Hon Sir Edward Davey MP","0","Kingston and Surbiton","20.4826","-20","https://assets3.parliament.uk/ext/mnis-bio-person/www.dodspeople.com/photos/25694.jpg.jpg"
"Chris Skidmore MP","0","Kingswood","299.372","25","https://assets3.parliament.uk/ext/mnis-bio-person/www.dodspeople.com/photos/62314.jpg.jpg"
"Lesley Laird MP","0","Kirkcaldy and Cowdenbeath","30.1434","-22","https://assets3.parliament.uk/ext/mnis-bio-person/www.dodspeople.com/photos/118123.jpg.jpg"
"Rt Hon George Howarth MP","0","Knowsley","-318.021","-18","https://assets3.parliament.uk/ext/mnis-bio-person/www.dodspeople.com/photos/25504.jpg.jpg"
"Rt Hon Sir Jeffrey M. Donaldson MP","0","Lagan Valley","-5.35813","30","https://assets3.parliament.uk/ext/mnis-bio-person/www.dodspeople.com/photos/25697.jpg.jpg"
"Angela Crawley MP","1","Lanark and Hamilton East","-82.9617","-19","https://assets3.parliament.uk/ext/mnis-bio-person/www.dodspeople.com/photos/122103.jpg.jpg"
"Rosie Cooper MP","1","West Lancashire","-96.9586","-2","https://assets3.parliament.uk/ext/mnis-bio-person/www.dodspeople.com/photos/38898.jpg.jpg"
"Cat Smith MP","1","Lancaster and Fleetwood","71.2349","-19","https://assets3.parliament.uk/ext/mnis-bio-person/www.dodspeople.com/photos/85177.jpg.jpg"
"Rt Hon Hilary Benn MP","0","Leeds Central","-213.634","-20","https://assets3.parliament.uk/ext/mnis-bio-person/www.dodspeople.com/photos/25735.jpg.jpg"
"Richard Burgon MP","0","Leeds East","90.2648","-20","https://assets3.parliament.uk/ext/mnis-bio-person/www.dodspeople.com/photos/109804.jpg.jpg"
"Fabian Hamilton MP","0","Leeds North East","-104.58","-20","https://assets3.parliament.uk/ext/mnis-bio-person/www.dodspeople.com/photos/25563.jpg.jpg"
"Alex Sobel MP","0","Leeds North West","209.578","-22","https://assets3.parliament.uk/ext/mnis-bio-person/www.dodspeople.com/photos/35855.jpg.jpg"
"Rachel Reeves MP","1","Leeds West","47.1244","-20","https://assets3.parliament.uk/ext/mnis-bio-person/www.dodspeople.com/photos/35872.jpg.jpg"
"Rt Hon Keith Vaz MP","0","Leicester East","-344.717","-22","https://assets3.parliament.uk/ext/mnis-bio-person/www.dodspeople.com/photos/25232.jpg.jpg"
"Jonathan Ashworth MP","0","Leicester South","12.0044","-20","https://assets3.parliament.uk/ext/mnis-bio-person/www.dodspeople.com/photos/27620.jpg.jpg"
"Liz Kendall MP","1","Leicester West","123.313","-21","https://assets3.parliament.uk/ext/mnis-bio-person/www.dodspeople.com/photos/36386.jpg.jpg"
"Andrew Bridgen MP","0","North West Leicestershire","-9.29619","34","https://assets3.parliament.uk/ext/mnis-bio-person/www.dodspeople.com/photos/62823.jpg.jpg"
"Alberto Costa MP","0","South Leicestershire","-19.9789","9","https://assets3.parliament.uk/ext/mnis-bio-person/www.dodspeople.com/photos/72255.jpg.jpg"
"Jo Platt MP","1","Leigh","246.39","-18","https://assets3.parliament.uk/ext/mnis-bio-person/www.dodspeople.com/photos/123515.jpg.jpg"
"Maria Caulfield MP","1","Lewes","157.084","29","https://assets3.parliament.uk/ext/mnis-bio-person/www.dodspeople.com/photos/84398.jpg.jpg"
"Vicky Foxcroft MP","1","Lewisham, Deptford","200.87","-23","https://assets3.parliament.uk/ext/mnis-bio-person/www.dodspeople.com/photos/106000.jpg.jpg"
"Janet Daby MP","1","Lewisham East","69.2991","-23","https://assets3.parliament.uk/ext/mnis-bio-person/www.dodspeople.com/photos/114626.jpg.jpg"
"Ellie Reeves MP","1","Lewisham West and Penge","-47.7954","-21","https://assets3.parliament.uk/ext/mnis-bio-person/www.dodspeople.com/photos/76850.jpg.jpg"
"John Cryer MP","0","Leyton and Wanstead","-102.831","-19","https://assets3.parliament.uk/ext/mnis-bio-person/www.dodspeople.com/photos/25579.jpg.jpg"
"Michael Fabricant MP","0","Lichfield","-146.205","30","https://assets3.parliament.uk/ext/mnis-bio-person/www.dodspeople.com/photos/25587.jpg.jpg"
"Karen Lee MP","1","Lincoln","-99.9494","-18","https://assets3.parliament.uk/ext/mnis-bio-person/www.dodspeople.com/photos/112980.jpg.jpg"
"Martyn Day MP","0","Linlithgow and East Falkirk","-82.4015","-19","https://assets3.parliament.uk/ext/mnis-bio-person/www.dodspeople.com/photos/121869.jpg.jpg"
"Dame Louise Ellman MP","1","Liverpool, Riverside","18.7658","-20","https://assets3.parliament.uk/ext/mnis-bio-person/www.dodspeople.com/photos/25701.jpg.jpg"
"Dan Carden MP","0","Liverpool, Walton","-39.0405","-20","https://assets3.parliament.uk/ext/mnis-bio-person/www.dodspeople.com/photos/148167.jpg.jpg"
"Luciana Berger MP","1","Liverpool, Wavertree","264.89","-13","https://assets3.parliament.uk/ext/mnis-bio-person/www.dodspeople.com/photos/83726.jpg.jpg"
"Stephen Twigg MP","0","Liverpool, West Derby","-23.3274","-22","https://assets3.parliament.uk/ext/mnis-bio-person/www.dodspeople.com/photos/25294.jpg.jpg"
"Hannah Bardell MP","1","Livingston","307.735","-19","https://assets3.parliament.uk/ext/mnis-bio-person/www.dodspeople.com/photos/137601.jpg.jpg"
"Nia Griffith MP","1","Llanelli","-10.5803","-20","https://assets3.parliament.uk/ext/mnis-bio-person/www.dodspeople.com/photos/37590.jpg.jpg"
"Mr Gregory Campbell MP","0","East Londonderry","-36.2103","30","https://assets3.parliament.uk/ext/mnis-bio-person/www.dodspeople.com/photos/25794.jpg.jpg"
"Rt Hon Nicky Morgan MP","1","Loughborough","11.4747","5","https://assets3.parliament.uk/ext/mnis-bio-person/www.dodspeople.com/photos/31696.jpg.jpg"
"Victoria Atkins MP","1","Louth and Horncastle","11.3994","23","https://assets3.parliament.uk/ext/mnis-bio-person/www.dodspeople.com/photos/133995.jpg.jpg"
"Rt Hon Philip Dunne MP","0","Ludlow","0.240789","20","https://assets3.parliament.uk/ext/mnis-bio-person/www.dodspeople.com/photos/35388.jpg.jpg"
"Kelvin Hopkins MP","0","Luton North","-89.6164","10","https://assets3.parliament.uk/ext/mnis-bio-person/www.dodspeople.com/photos/25583.jpg.jpg"
"Mr Gavin Shuker MP","0","Luton South","-22.9665","-13","https://assets3.parliament.uk/ext/mnis-bio-person/www.dodspeople.com/photos/83624.jpg.jpg"
"David Rutley MP","0","Macclesfield","-48.9426","17","https://assets3.parliament.uk/ext/mnis-bio-person/www.dodspeople.com/photos/83409.jpg.jpg"
"Rt Hon Theresa May MP","1","Maidenhead","-54.0995","14","https://assets3.parliament.uk/ext/mnis-bio-person/www.dodspeople.com/photos/25452.jpg.jpg"
"Mrs Helen Grant MP","1","Maidstone and The Weald","192.548","24","https://assets3.parliament.uk/ext/mnis-bio-person/www.dodspeople.com/photos/72264.jpg.jpg"
"Yvonne Fovargue MP","1","Makerfield","-190.515","-13","https://assets3.parliament.uk/ext/mnis-bio-person/www.dodspeople.com/photos/84359.jpg.jpg"
"Rt Hon John Whittingdale MP","0","Maldon","-196.485","32","https://assets3.parliament.uk/ext/mnis-bio-person/www.dodspeople.com/photos/25239.jpg.jpg"
"Lucy Powell MP","1","Manchester Central","72.9586","-20","https://assets3.parliament.uk/ext/mnis-bio-person/www.dodspeople.com/photos/60214.jpg.jpg"
"Afzal Khan MP","0","Manchester, Gorton","-208.608","-20","https://assets3.parliament.uk/ext/mnis-bio-person/www.dodspeople.com/photos/107134.jpg.jpg"
"Jeff Smith MP","0","Manchester, Withington","199.03","-14","https://assets3.parliament.uk/ext/mnis-bio-person/www.dodspeople.com/photos/106236.jpg.jpg"
"Ben Bradley MP","0","Mansfield","104.494","32","https://assets3.parliament.uk/ext/mnis-bio-person/www.dodspeople.com/photos/147915.jpg.jpg"
"George Hollingbery MP","0","Meon Valley","-50.9688","21","https://assets3.parliament.uk/ext/mnis-bio-person/www.dodspeople.com/photos/35515.jpg.jpg"
"Rt Hon Dame Caroline Spelman MP","1","Meriden","15.0846","1","https://assets3.parliament.uk/ext/mnis-bio-person/www.dodspeople.com/photos/25318.jpg.jpg"
"Gerald Jones MP","0","Merthyr Tydfil and Rhymney","-58.3822","-20","https://assets3.parliament.uk/ext/mnis-bio-person/www.dodspeople.com/photos/35103.jpg.jpg"
"Andy McDonald MP","0","Middlesbrough","-100.287","-21","https://assets3.parliament.uk/ext/mnis-bio-person/www.dodspeople.com/photos/101338.jpg.jpg"
"Mr Simon Clarke MP","0","Middlesbrough South and East Cleveland","117.262","32","https://assets3.parliament.uk/ext/mnis-bio-person/www.dodspeople.com/photos/136771.jpg.jpg"
"Danielle Rowley MP","1","Midlothian","53.5639","-22","https://assets3.parliament.uk/ext/mnis-bio-person/www.dodspeople.com/photos/149078.jpg.jpg"
"Rt Hon Mark Lancaster MP","0","Milton Keynes North","138.809","23","https://assets3.parliament.uk/ext/mnis-bio-person/www.dodspeople.com/photos/31593.jpg.jpg"
"Iain Stewart MP","0","Milton Keynes South","-111.387","18","https://assets3.parliament.uk/ext/mnis-bio-person/www.dodspeople.com/photos/31728.jpg.jpg"
"Siobhain McDonagh MP","1","Mitcham and Morden","-119.072","-16","https://assets3.parliament.uk/ext/mnis-bio-person/www.dodspeople.com/photos/25421.jpg.jpg"
"Sir Paul Beresford MP","0","Mole Valley","-145.655","25","https://assets3.parliament.uk/ext/mnis-bio-person/www.dodspeople.com/photos/25158.jpg.jpg"
"David T. C. Davies MP","0","Monmouth","105.763","27","https://assets3.parliament.uk/ext/mnis-bio-person/www.dodspeople.com/photos/33522.jpg.jpg"
"Glyn Davies MP","0","Montgomeryshire","-145.098","19","https://assets3.parliament.uk/ext/mnis-bio-person/www.dodspeople.com/photos/33513.jpg.jpg"
"Douglas Ross MP","0","Moray","141.91","25","https://assets3.parliament.uk/ext/mnis-bio-person/www.dodspeople.com/photos/64597.jpg.jpg"
"David Morris MP","0","Morecambe and Lunesdale","208.785","28","https://assets3.parliament.uk/ext/mnis-bio-person/www.dodspeople.com/photos/31581.jpg.jpg"
"Andrea Jenkyns MP","1","Morley and Outwood","272.357","34","https://assets3.parliament.uk/ext/mnis-bio-person/www.dodspeople.com/photos/106020.jpg.jpg"
"Marion Fellows MP","1","Motherwell and Wishaw","-58.729","-15","https://assets3.parliament.uk/ext/mnis-bio-person/www.dodspeople.com/photos/58114.jpg.jpg"
"Angus Brendan MacNeil MP","0","Na h-Eileanan an Iar","175.074","-17","https://assets3.parliament.uk/ext/mnis-bio-person/www.dodspeople.com/photos/38376.jpg.jpg"
"Christina Rees MP","1","Neath","4.67033","-20","https://assets3.parliament.uk/ext/mnis-bio-person/www.dodspeople.com/photos/91697.jpg.jpg"
"Rt Hon Dr Julian Lewis MP","0","New Forest East","-33.2893","34","https://assets3.parliament.uk/ext/mnis-bio-person/www.dodspeople.com/photos/25560.jpg.jpg"
"Rt Hon Sir Desmond Swayne MP","0","New Forest West","20.8919","30","https://assets3.parliament.uk/ext/mnis-bio-person/www.dodspeople.com/photos/25258.jpg.jpg"
"Robert Jenrick MP","0","Newark","85.7181","27","https://assets3.parliament.uk/ext/mnis-bio-person/www.dodspeople.com/photos/77370.jpg.jpg"
"Rt Hon Richard Benyon MP","0","Newbury","2.69036","9","https://assets3.parliament.uk/ext/mnis-bio-person/www.dodspeople.com/photos/35394.jpg.jpg"
"Paul Farrelly MP","0","Newcastle-under-Lyme","-21.5685","-23","https://assets3.parliament.uk/ext/mnis-bio-person/www.dodspeople.com/photos/25533.jpg.jpg"
"Chi Onwurah MP","1","Newcastle upon Tyne Central","40.485","-21","https://assets3.parliament.uk/ext/mnis-bio-person/www.dodspeople.com/photos/83135.jpg.jpg"
"Rt Hon Nicholas Brown MP","0","Newcastle upon Tyne East","-95.9459","-20","https://assets3.parliament.uk/ext/mnis-bio-person/www.dodspeople.com/photos/25744.jpg.jpg"
"Catherine McKinnell MP","1","Newcastle upon Tyne North","155.867","-21","https://assets3.parliament.uk/ext/mnis-bio-person/www.dodspeople.com/photos/83507.jpg.jpg"
"Jessica Morden MP","1","Newport East","152.878","-20","https://assets3.parliament.uk/ext/mnis-bio-person/www.dodspeople.com/photos/39384.jpg.jpg"
"Ruth Jones MP","0","Newport West","-63.7127","-1","https://assets3.parliament.uk/ext/mnis-bio-person/www.dodspeople.com/photos/109478.jpg.jpg"
Mickey Brady MP","0","Newry and Armagh","-66.7245","0","https://assets3.parliament.uk/ext/mnis-bio-person/www.dodspeople.com/photos/58941.jpg.jpg"
"Anne Marie Morris MP","1","Newton Abbot","64.1542","42","https://assets3.parliament.uk/ext/mnis-bio-person/www.dodspeople.com/photos/62737.jpg.jpg"
"George Freeman MP","0","Mid Norfolk","-112.515","-1","https://assets3.parliament.uk/ext/mnis-bio-person/www.dodspeople.com/photos/35463.jpg.jpg"
"Rt Hon Norman Lamb MP","0","North Norfolk","-114.804","-20","https://assets3.parliament.uk/ext/mnis-bio-person/www.dodspeople.com/photos/25458.jpg.jpg"
"Sir Henry Bellingham MP","0","North West Norfolk","-86.0404","25","https://assets3.parliament.uk/ext/mnis-bio-person/www.dodspeople.com/photos/25734.jpg.jpg"
"Mr Richard Bacon MP","0","South Norfolk","-113.969","33","https://assets3.parliament.uk/ext/mnis-bio-person/www.dodspeople.com/photos/25783.jpg.jpg"
"Rt Hon Elizabeth Truss MP","1","South West Norfolk","155.46","17","https://assets3.parliament.uk/ext/mnis-bio-person/www.dodspeople.com/photos/40370.jpg.jpg"
"Rt Hon Yvette Cooper MP","1","Normanton, Pontefract and Castleford","-104.191","-20","https://assets3.parliament.uk/ext/mnis-bio-person/www.dodspeople.com/photos/25691.jpg.jpg"
"Michael Ellis MP","0","Northampton North","17.0405","26","https://assets3.parliament.uk/ext/mnis-bio-person/www.dodspeople.com/photos/62852.jpg.jpg"
"Andrew Lewer MP","0","Northampton South","-35.8229","32","https://assets3.parliament.uk/ext/mnis-bio-person/www.dodspeople.com/photos/107202.jpg.jpg"
"Rt Hon Andrea Leadsom MP","1","South Northamptonshire","-60.558","16","https://assets3.parliament.uk/ext/mnis-bio-person/www.dodspeople.com/photos/40456.jpg.jpg"
"Chloe Smith MP","1","Norwich North","48.2253","27","https://assets3.parliament.uk/ext/mnis-bio-person/www.dodspeople.com/photos/72302.jpg.jpg"
"Clive Lewis MP","0","Norwich South","-37.4448","-19","https://assets3.parliament.uk/ext/mnis-bio-person/www.dodspeople.com/photos/106025.jpg.jpg"
"Mr Chris Leslie MP","0","Nottingham East","91.8756","-15","https://assets3.parliament.uk/ext/mnis-bio-person/www.dodspeople.com/photos/25414.jpg.jpg"
"Alex Norris MP","0","Nottingham North","-81.3898","-20","https://assets3.parliament.uk/ext/mnis-bio-person/www.dodspeople.com/photos/113121.jpg.jpg"
"Lilian Greenwood MP","1","Nottingham South","146.829","-19","https://assets3.parliament.uk/ext/mnis-bio-person/www.dodspeople.com/photos/72265.jpg.jpg"
"Mr Marcus Jones MP","0","Nuneaton","-2.12243","29","https://assets3.parliament.uk/ext/mnis-bio-person/www.dodspeople.com/photos/76806.jpg.jpg"
"Luke Graham MP","0","Ochil and South Perthshire","177.498","18","https://assets3.parliament.uk/ext/mnis-bio-person/www.dodspeople.com/photos/136818.jpg.jpg"
"Chris Elmore MP","0","Ogmore","33.518","-20","https://assets3.parliament.uk/ext/mnis-bio-person/www.dodspeople.com/photos/105950.jpg.jpg"
"Rt Hon James Brokenshire MP","0","Old Bexley and Sidcup","78.8756","15","https://assets3.parliament.uk/ext/mnis-bio-person/www.dodspeople.com/photos/35372.jpg.jpg"
"Debbie Abrahams MP","1","Oldham East and Saddleworth","18.7155","-20","https://assets3.parliament.uk/ext/mnis-bio-person/www.dodspeople.com/photos/80556.jpg.jpg"
"Jim McMahon MP","0","Oldham West and Royton","124.193","-15","https://assets3.parliament.uk/ext/mnis-bio-person/www.dodspeople.com/photos/115607.jpg.jpg"
"Rt Hon Alistair Carmichael MP","0","Orkney and Shetland","-105.515","-19","https://assets3.parliament.uk/ext/mnis-bio-person/www.dodspeople.com/photos/24991.jpg.jpg"
"Joseph Johnson MP","0","Orpington","221.177","18","https://assets3.parliament.uk/ext/mnis-bio-person/www.dodspeople.com/photos/83602.jpg.jpg"
"Anneliese Dodds MP","1","Oxford East","36.9426","-21","https://assets3.parliament.uk/ext/mnis-bio-person/www.dodspeople.com/photos/35860.jpg.jpg"
"Layla Moran MP","1","Oxford West and Abingdon","46.6312","-20","https://assets3.parliament.uk/ext/mnis-bio-person/www.dodspeople.com/photos/85122.jpg.jpg"
"Gavin Newlands MP","0","Paisley and Renfrewshire North","25.8709","-19","https://assets3.parliament.uk/ext/mnis-bio-person/www.dodspeople.com/photos/138156.jpg.jpg"
"Mhairi Black MP","1","Paisley and Renfrewshire South","-96.1496","-19","https://assets3.parliament.uk/ext/mnis-bio-person/www.dodspeople.com/photos/138157.jpg.jpg"
"Andrew Stephenson MP","0","Pendle","101.951","27","https://assets3.parliament.uk/ext/mnis-bio-person/www.dodspeople.com/photos/62783.jpg.jpg"
"Angela Smith MP","1","Penistone and Stocksbridge","-4.51508","-16","https://assets3.parliament.uk/ext/mnis-bio-person/www.dodspeople.com/photos/40274.jpg.jpg"
"Rory Stewart MP","0","Penrith and The Border","31.8285","19","https://assets3.parliament.uk/ext/mnis-bio-person/www.dodspeople.com/photos/83410.jpg.jpg"
"Pete Wishart MP","0","Perth and North Perthshire","95.1403","-17","https://assets3.parliament.uk/ext/mnis-bio-person/www.dodspeople.com/photos/25254.jpg.jpg"
"Fiona Onasanya MP","1","Peterborough","-174.037","-3","https://assets3.parliament.uk/ext/mnis-bio-person/www.dodspeople.com/photos/113832.jpg.jpg"
"Johnny Mercer MP","0","Plymouth, Moor View","219.792","34","https://assets3.parliament.uk/ext/mnis-bio-person/www.dodspeople.com/photos/107853.jpg.jpg"
"Luke Pollard MP","0","Plymouth, Sutton and Devonport","101.502","-21","https://assets3.parliament.uk/ext/mnis-bio-person/www.dodspeople.com/photos/64662.jpg.jpg"
"Owen Smith MP","0","Pontypridd","-86.0739","-18","https://assets3.parliament.uk/ext/mnis-bio-person/www.dodspeople.com/photos/54340.jpg.jpg"
"Sir Robert Syms MP","0","Poole","-52.4223","31","https://assets3.parliament.uk/ext/mnis-bio-person/www.dodspeople.com/photos/25262.jpg.jpg"
"Jim Fitzpatrick MP","0","Poplar and Limehouse","-60.1","-10","https://assets3.parliament.uk/ext/mnis-bio-person/www.dodspeople.com/photos/25612.jpg.jpg"
"Rt Hon Penny Mordaunt MP","1","Portsmouth North","437.154","17","https://assets3.parliament.uk/ext/mnis-bio-person/www.dodspeople.com/photos/35429.jpg.jpg"
"Stephen Morgan MP","0","Portsmouth South","225.331","-19","https://assets3.parliament.uk/ext/mnis-bio-person/www.dodspeople.com/photos/72523.jpg.jpg"
"Rt Hon Stephen Crabb MP","0","Preseli Pembrokeshire","53.0521","18","https://assets3.parliament.uk/ext/mnis-bio-person/www.dodspeople.com/photos/31575.jpg.jpg"
"Sir Mark Hendrick MP","0","Preston","-57.0724","-23","https://assets3.parliament.uk/ext/mnis-bio-person/www.dodspeople.com/photos/25602.jpg.jpg"
"Stuart Andrew MP","0","Pudsey","-4.74146","24","https://assets3.parliament.uk/ext/mnis-bio-person/www.dodspeople.com/photos/62806.jpg.jpg"
"Rt Hon Justine Greening MP","1","Putney","41.1496","-11","https://assets3.parliament.uk/ext/mnis-bio-person/www.dodspeople.com/photos/31669.jpg.jpg"
"Rt Hon Mark Francois MP","0","Rayleigh and Wickford","36.6551","34","https://assets3.parliament.uk/ext/mnis-bio-person/www.dodspeople.com/photos/25619.jpg.jpg"
"Matt Rodda MP","0","Reading East","57.1655","-22","https://assets3.parliament.uk/ext/mnis-bio-person/www.dodspeople.com/photos/72490.jpg.jpg"
"Alok Sharma MP","0","Reading West","-75.0612","23","https://assets3.parliament.uk/ext/mnis-bio-person/www.dodspeople.com/photos/62774.jpg.jpg"
"Anna Turley MP","1","Redcar","339.291","-19","https://assets3.parliament.uk/ext/mnis-bio-person/www.dodspeople.com/photos/45341.jpg.jpg"
"Rachel Maclean MP","1","Redditch","-51.222","25","https://assets3.parliament.uk/ext/mnis-bio-person/www.dodspeople.com/photos/106028.jpg.jpg"
"Crispin Blunt MP","0","Reigate","2.8622","32","https://assets3.parliament.uk/ext/mnis-bio-person/www.dodspeople.com/photos/25811.jpg.jpg"
"Paul Masterton MP","0","East Renfrewshire","36.8804","10","https://assets3.parliament.uk/ext/mnis-bio-person/www.dodspeople.com/photos/142867.jpg.jpg"
"Chris Bryant MP","0","Rhondda","22.2045","-19","https://assets3.parliament.uk/ext/mnis-bio-person/www.dodspeople.com/photos/25745.jpg.jpg"
"Mr Nigel Evans MP","0","Ribble Valley","-134.923","26","https://assets3.parliament.uk/ext/mnis-bio-person/www.dodspeople.com/photos/25719.jpg.jpg"
"Rishi Sunak MP","0","Richmond (Yorks)","-198.94","25","https://assets3.parliament.uk/ext/mnis-bio-person/www.dodspeople.com/photos/136507.jpg.jpg"
"Zac Goldsmith MP","0","Richmond Park","93.1693","31","https://assets3.parliament.uk/ext/mnis-bio-person/www.dodspeople.com/photos/62682.jpg.jpg"
"Tony Lloyd MP","0","Rochdale","-119.051","-19","https://assets3.parliament.uk/ext/mnis-bio-person/www.dodspeople.com/photos/25417.jpg.jpg"
"Kelly Tolhurst MP","1","Rochester and Strood","77.3309","29","https://assets3.parliament.uk/ext/mnis-bio-person/www.dodspeople.com/photos/128367.jpg.jpg"
"James Duddridge MP","0","Rochford and Southend East","55.2042","34","https://assets3.parliament.uk/ext/mnis-bio-person/www.dodspeople.com/photos/31686.jpg.jpg"
"Andrew Rosindell MP","0","Romford","114.177","32","https://assets3.parliament.uk/ext/mnis-bio-person/www.dodspeople.com/photos/25356.jpg.jpg"
"Rt Hon Caroline Nokes MP","1","Romsey and Southampton North","71.8709","15","https://assets3.parliament.uk/ext/mnis-bio-person/www.dodspeople.com/photos/31721.jpg.jpg"
"Rt Hon Ian Blackford MP","0","Ross, Skye and Lochaber","-247.449","-19","https://assets3.parliament.uk/ext/mnis-bio-person/www.dodspeople.com/photos/137070.jpg.jpg"
"Jake Berry MP","0","Rossendale and Darwen","-11.9304","27","https://assets3.parliament.uk/ext/mnis-bio-person/www.dodspeople.com/photos/62817.jpg.jpg"
"Rt Hon Sir Kevin Barron MP","0","Rother Valley","-192.07","7","https://assets3.parliament.uk/ext/mnis-bio-person/www.dodspeople.com/photos/25731.jpg.jpg"
"Sarah Champion MP","1","Rotherham","102.701","-13","https://assets3.parliament.uk/ext/mnis-bio-person/www.dodspeople.com/photos/101347.jpg.jpg"
"Mark Pawsey MP","0","Rugby","-60.482","10","https://assets3.parliament.uk/ext/mnis-bio-person/www.dodspeople.com/photos/35411.jpg.jpg"
"Rt Hon Nick Hurd MP","0","Ruislip, Northwood and Pinner","-31.7935","18","https://assets3.parliament.uk/ext/mnis-bio-person/www.dodspeople.com/photos/37707.jpg.jpg"
"Rt Hon Philip Hammond MP","0","Runnymede and Weybridge","-240.494","15","https://assets3.parliament.uk/ext/mnis-bio-person/www.dodspeople.com/photos/25564.jpg.jpg"
