mp_name,gender, constit,rating,rating_democracy_total,mp_img
"Rt Hon Kenneth Clarke QC MP","0","Rushcliffe","-193.548","-20","https://assets3.parliament.uk/ext/mnis-bio-person/www.dodspeople.com/photos/25686.jpg.jpg"
"Ged Killen MP","0","Rutherglen and Hamilton West","167.668","-23","https://assets3.parliament.uk/ext/mnis-bio-person/www.dodspeople.com/photos/118190.jpg.jpg"
"Rt Hon Sir Alan Duncan MP","0","Rutland and Melton","-37.38","17","https://assets3.parliament.uk/ext/mnis-bio-person/www.dodspeople.com/photos/25590.jpg.jpg"
"Mrs Kemi Badenoch MP","1","Saffron Walden","-43.7955","22","https://assets3.parliament.uk/ext/mnis-bio-person/www.dodspeople.com/photos/140622.jpg.jpg"
"Mrs Anne Main MP","1","St Albans","51.6306","29","https://assets3.parliament.uk/ext/mnis-bio-person/www.dodspeople.com/photos/35461.jpg.jpg"
"Steve Double MP","0","St Austell and Newquay","9.48263","32","https://assets3.parliament.uk/ext/mnis-bio-person/www.dodspeople.com/photos/105948.jpg.jpg"
"Conor McGinn MP","0","St Helens North","76.7088","-21","https://assets3.parliament.uk/ext/mnis-bio-person/www.dodspeople.com/photos/53083.jpg.jpg"
"Ms Marie Rimmer MP","1","St Helens South and Whiston","1.45912","-21","https://assets3.parliament.uk/ext/mnis-bio-person/www.dodspeople.com/photos/110436.jpg.jpg"
"Derek Thomas MP","0","St Ives","-19.2253","22","https://assets3.parliament.uk/ext/mnis-bio-person/www.dodspeople.com/photos/64775.jpg.jpg"
"Rebecca Long Bailey MP","1","Salford and Eccles","283.969","-20","https://assets3.parliament.uk/ext/mnis-bio-person/www.dodspeople.com/photos/134243.jpg.jpg"
"John Glen MP","0","Salisbury","124.615","25","https://assets3.parliament.uk/ext/mnis-bio-person/www.dodspeople.com/photos/43043.jpg.jpg"
"Rt Hon Robert Goodwill MP","0","Scarborough and Whitby","-114.055","25","https://assets3.parliament.uk/ext/mnis-bio-person/www.dodspeople.com/photos/28181.jpg.jpg"
"Nic Dakin MP","0","Scunthorpe","-94.832","-14","https://assets3.parliament.uk/ext/mnis-bio-person/www.dodspeople.com/photos/83408.jpg.jpg"
"Phil Wilson MP","0","Sedgefield","69.8865","-21","https://assets3.parliament.uk/ext/mnis-bio-person/www.dodspeople.com/photos/61609.jpg.jpg"
"Bill Esterson MP","0","Sefton Central","-225.259","-21","https://assets3.parliament.uk/ext/mnis-bio-person/www.dodspeople.com/photos/83727.jpg.jpg"
"Nigel Adams MP","0","Selby and Ainsty","170.694","24","https://assets3.parliament.uk/ext/mnis-bio-person/www.dodspeople.com/photos/35435.jpg.jpg"
"Rt Hon Sir Michael Fallon MP","0","Sevenoaks","-275.42","20","https://assets3.parliament.uk/ext/mnis-bio-person/www.dodspeople.com/photos/25169.jpg.jpg"
"Gill Furniss MP","1","Sheffield, Brightside and Hillsborough","1.16546","-19","https://assets3.parliament.uk/ext/mnis-bio-person/www.dodspeople.com/photos/41765.jpg.jpg"
"Paul Blomfield MP","0","Sheffield Central","-135.593","-21","https://assets3.parliament.uk/ext/mnis-bio-person/www.dodspeople.com/photos/72247.jpg.jpg"
"Jared O'Mara MP","0","Sheffield, Hallam","-120.981","-10","https://assets3.parliament.uk/ext/mnis-bio-person/www.dodspeople.com/photos/148063.jpg.jpg"
"Louise Haigh MP","1","Sheffield, Heeley","196.11","-20","https://assets3.parliament.uk/ext/mnis-bio-person/www.dodspeople.com/photos/111042.jpg.jpg"
"Mr Clive Betts MP","0","Sheffield South East","-210.454","-20","https://assets3.parliament.uk/ext/mnis-bio-person/www.dodspeople.com/photos/25722.jpg.jpg"
"Mark Spencer MP","0","Sherwood","31.3921","27","https://assets3.parliament.uk/ext/mnis-bio-person/www.dodspeople.com/photos/72306.jpg.jpg"
"Philip Davies MP","0","Shipley","21.0466","32","https://assets3.parliament.uk/ext/mnis-bio-person/www.dodspeople.com/photos/35440.jpg.jpg"
"Daniel Kawczynski MP","0","Shrewsbury and Atcham","-79.2253","28","https://assets3.parliament.uk/ext/mnis-bio-person/www.dodspeople.com/photos/31584.jpg.jpg"
"Rt Hon Owen Paterson MP","0","North Shropshire","-59.518","34","https://assets3.parliament.uk/ext/mnis-bio-person/www.dodspeople.com/photos/25405.jpg.jpg"
"Gordon Henderson MP","0","Sittingbourne and Sheppey","-138.15","23","https://assets3.parliament.uk/ext/mnis-bio-person/www.dodspeople.com/photos/31697.jpg.jpg"
"Rt Hon Julian Smith MP","0","Skipton and Ripon","-64.1547","17","https://assets3.parliament.uk/ext/mnis-bio-person/www.dodspeople.com/photos/83149.jpg.jpg"
"Dr Caroline Johnson MP","1","Sleaford and North Hykeham","20.9617","23","https://assets3.parliament.uk/ext/mnis-bio-person/www.dodspeople.com/photos/77483.jpg.jpg"
"Mr Tanmanjeet Singh Dhesi MP","0","Slough","-37.1291","-20","https://assets3.parliament.uk/ext/mnis-bio-person/www.dodspeople.com/photos/106432.jpg.jpg"
"Julian Knight MP","0","Solihull","4.01012","23","https://assets3.parliament.uk/ext/mnis-bio-person/www.dodspeople.com/photos/106023.jpg.jpg"
"Rt Hon Dr Liam Fox MP","0","North Somerset","125.814","19","https://assets3.parliament.uk/ext/mnis-bio-person/www.dodspeople.com/photos/25617.jpg.jpg"
"Mr Jacob Rees-Mogg MP","0","North East Somerset","161.227","31","https://assets3.parliament.uk/ext/mnis-bio-person/www.dodspeople.com/photos/42117.jpg.jpg"
"David Warburton MP","0","Somerton and Frome","84.9812","24","https://assets3.parliament.uk/ext/mnis-bio-person/www.dodspeople.com/photos/106310.jpg.jpg"
"Sir John Hayes MP","0","South Holland and The Deepings","-142.98","24","https://assets3.parliament.uk/ext/mnis-bio-person/www.dodspeople.com/photos/25491.jpg.jpg"
"Seema Kennedy MP","1","South Ribble","114.392","23","https://assets3.parliament.uk/ext/mnis-bio-person/www.dodspeople.com/photos/84401.jpg.jpg"
"Mrs Emma Lewell-Buck MP","1","South Shields","100.951","-12","https://assets3.parliament.uk/ext/mnis-bio-person/www.dodspeople.com/photos/104265.jpg.jpg"
"Royston Smith MP","0","Southampton, Itchen","-87.9466","30","https://assets3.parliament.uk/ext/mnis-bio-person/www.dodspeople.com/photos/72305.jpg.jpg"
"Dr Alan Whitehead MP","0","Southampton, Test","-57.2042","-21","https://assets3.parliament.uk/ext/mnis-bio-person/www.dodspeople.com/photos/25238.jpg.jpg"
"Sir David Amess MP","0","Southend West","-48.6583","29","https://assets3.parliament.uk/ext/mnis-bio-person/www.dodspeople.com/photos/25775.jpg.jpg"
"Damien Moore MP","0","Southport","211.701","26","https://assets3.parliament.uk/ext/mnis-bio-person/www.dodspeople.com/photos/127282.jpg.jpg"
"Kwasi Kwarteng MP","0","Spelthorne","-167.91","28","https://assets3.parliament.uk/ext/mnis-bio-person/www.dodspeople.com/photos/35251.jpg.jpg"
"Jeremy Lefroy MP","0","Stafford","84.0299","5","https://assets3.parliament.uk/ext/mnis-bio-person/www.dodspeople.com/photos/37699.jpg.jpg"
"Rt Hon Karen Bradley MP","1","Staffordshire Moorlands","151.205","15","https://assets3.parliament.uk/ext/mnis-bio-person/www.dodspeople.com/photos/41311.jpg.jpg"
"Rt Hon Gavin Williamson MP","0","South Staffordshire","191.1","17","https://assets3.parliament.uk/ext/mnis-bio-person/www.dodspeople.com/photos/35247.jpg.jpg"
"Jonathan Reynolds MP","0","Stalybridge and Hyde","101.77","-20","https://assets3.parliament.uk/ext/mnis-bio-person/www.dodspeople.com/photos/84903.jpg.jpg"
"Stephen McPartland MP","0","Stevenage","-41.5871","30","https://assets3.parliament.uk/ext/mnis-bio-person/www.dodspeople.com/photos/62730.jpg.jpg"
"Stephen Kerr MP","0","Stirling","-47.9494","24","https://assets3.parliament.uk/ext/mnis-bio-person/www.dodspeople.com/photos/35464.jpg.jpg"
"Ann Coffey MP","1","Stockport","-0.480263","-16","https://assets3.parliament.uk/ext/mnis-bio-person/www.dodspeople.com/photos/25759.jpg.jpg"
"Alex Cunningham MP","0","Stockton North","61.1244","-20","https://assets3.parliament.uk/ext/mnis-bio-person/www.dodspeople.com/photos/72257.jpg.jpg"
"Dr Paul Williams MP","0","Stockton South","65.6312","-18","https://assets3.parliament.uk/ext/mnis-bio-person/www.dodspeople.com/photos/148146.jpg.jpg"
"Gareth Snell MP","0","Stoke-on-Trent Central","-107.593","-1","https://assets3.parliament.uk/ext/mnis-bio-person/www.dodspeople.com/photos/147215.jpg.jpg"
"Ruth Smeeth MP","1","Stoke-on-Trent North","163.395","-8","https://assets3.parliament.uk/ext/mnis-bio-person/www.dodspeople.com/photos/72301.jpg.jpg"
"Jack Brereton MP","0","Stoke-on-Trent South","179.482","27","https://assets3.parliament.uk/ext/mnis-bio-person/www.dodspeople.com/photos/131166.jpg.jpg"
"Sir William Cash MP","0","Stone","-207.591","36","https://assets3.parliament.uk/ext/mnis-bio-person/www.dodspeople.com/photos/25682.jpg.jpg"
"Margot James MP","1","Stourbridge","218.369","12","https://assets3.parliament.uk/ext/mnis-bio-person/www.dodspeople.com/photos/35371.jpg.jpg"
"Jim Shannon MP","0","Strangford","-205.485","29","https://assets3.parliament.uk/ext/mnis-bio-person/www.dodspeople.com/photos/33634.jpg.jpg"
"Nadhim Zahawi MP","0","Stratford-on-Avon","-16.8539","21","https://assets3.parliament.uk/ext/mnis-bio-person/www.dodspeople.com/photos/53078.jpg.jpg"
"Chuka Umunna MP","0","Streatham","-89.4032","-15","https://assets3.parliament.uk/ext/mnis-bio-person/www.dodspeople.com/photos/72314.jpg.jpg"
"Kate Green MP","1","Stretford and Urmston","159.344","-21","https://assets3.parliament.uk/ext/mnis-bio-person/www.dodspeople.com/photos/84849.jpg.jpg"
"Dr David Drew MP","0","Stroud","-225.037","-22","https://assets3.parliament.uk/ext/mnis-bio-person/www.dodspeople.com/photos/25168.jpg.jpg"
"Dr Dan Poulter MP","0","Central Suffolk and North Ipswich","-17.8345","22","https://assets3.parliament.uk/ext/mnis-bio-person/www.dodspeople.com/photos/83524.jpg.jpg"
"Dr Thrse Coffey MP","1","Suffolk Coastal","-95.8304","22","https://assets3.parliament.uk/ext/mnis-bio-person/www.dodspeople.com/photos/37744.jpg.jpg"
"James Cartlidge MP","0","South Suffolk","1.02674","22","https://assets3.parliament.uk/ext/mnis-bio-person/www.dodspeople.com/photos/35383.jpg.jpg"
"Rt Hon Matt Hancock MP","0","West Suffolk","96.4015","16","https://assets3.parliament.uk/ext/mnis-bio-person/www.dodspeople.com/photos/84378.jpg.jpg"
"Julie Elliott MP","1","Sunderland Central","-48.5348","-20","https://assets3.parliament.uk/ext/mnis-bio-person/www.dodspeople.com/photos/78855.jpg.jpg"
"Mr Sam Gyimah MP","0","East Surrey","-79.723","-6","https://assets3.parliament.uk/ext/mnis-bio-person/www.dodspeople.com/photos/53938.jpg.jpg"
"Rt Hon Michael Gove MP","0","Surrey Heath","-197.902","15","https://assets3.parliament.uk/ext/mnis-bio-person/www.dodspeople.com/photos/35482.jpg.jpg"
"Rt Hon Jeremy Hunt MP","0","South West Surrey","-19.9617","14","https://assets3.parliament.uk/ext/mnis-bio-person/www.dodspeople.com/photos/35446.jpg.jpg"
"Rt Hon Sir Nicholas Soames MP","0","Mid Sussex","-290.58","5","https://assets3.parliament.uk/ext/mnis-bio-person/www.dodspeople.com/photos/25208.jpg.jpg"
"Paul Scully MP","0","Sutton and Cheam","-299.608","25","https://assets3.parliament.uk/ext/mnis-bio-person/www.dodspeople.com/photos/106199.jpg.jpg"
"Rt Hon Andrew Mitchell MP","0","Sutton Coldfield","-119.967","15","https://assets3.parliament.uk/ext/mnis-bio-person/www.dodspeople.com/photos/25190.jpg.jpg"
"Carolyn Harris MP","1","Swansea East","-221.178","-18","https://assets3.parliament.uk/ext/mnis-bio-person/www.dodspeople.com/photos/136483.jpg.jpg"
"Geraint Davies MP","0","Swansea West","-188.224","-23","https://assets3.parliament.uk/ext/mnis-bio-person/www.dodspeople.com/photos/25772.jpg.jpg"
"Justin Tomlinson MP","0","North Swindon","-53.2893","22","https://assets3.parliament.uk/ext/mnis-bio-person/www.dodspeople.com/photos/35402.jpg.jpg"
"Robert Buckland MP","0","South Swindon","-94.7747","19","https://assets3.parliament.uk/ext/mnis-bio-person/www.dodspeople.com/photos/35445.jpg.jpg"
"Rt Hon Christopher Pincher MP","0","Tamworth","-46.2158","27","https://assets3.parliament.uk/ext/mnis-bio-person/www.dodspeople.com/photos/35491.jpg.jpg"
"Rt Hon Esther McVey MP","1","Tatton","310.037","33","https://assets3.parliament.uk/ext/mnis-bio-person/www.dodspeople.com/photos/35517.jpg.jpg"
"Rebecca Pow MP","1","Taunton Deane","157.809","21","https://assets3.parliament.uk/ext/mnis-bio-person/www.dodspeople.com/photos/106166.jpg.jpg"
"Lucy Allan MP","1","Telford","89.0548","23","https://assets3.parliament.uk/ext/mnis-bio-person/www.dodspeople.com/photos/105910.jpg.jpg"
"Mr Laurence Robertson MP","0","Tewkesbury","-103.857","34","https://assets3.parliament.uk/ext/mnis-bio-person/www.dodspeople.com/photos/25350.jpg.jpg"
"Rt Hon Sir Roger Gale MP","0","North Thanet","-220.462","24","https://assets3.parliament.uk/ext/mnis-bio-person/www.dodspeople.com/photos/25648.jpg.jpg"
"Craig Mackinlay MP","0","South Thanet","-12.9047","34","https://assets3.parliament.uk/ext/mnis-bio-person/www.dodspeople.com/photos/41654.jpg.jpg"
"Kevin Hollinrake MP","0","Thirsk and Malton","-155.608","21","https://assets3.parliament.uk/ext/mnis-bio-person/www.dodspeople.com/photos/62702.jpg.jpg"
"Luke Hall MP","0","Thornbury and Yate","149.701","27","https://assets3.parliament.uk/ext/mnis-bio-person/www.dodspeople.com/photos/109722.jpg.jpg"
"Jackie Doyle-Price MP","1","Thurrock","166.756","30","https://assets3.parliament.uk/ext/mnis-bio-person/www.dodspeople.com/photos/41326.jpg.jpg"
"Neil Parish MP","0","Tiverton and Honiton","-129.164","19","https://assets3.parliament.uk/ext/mnis-bio-person/www.dodspeople.com/photos/28723.jpg.jpg"
"Tom Tugendhat MP","0","Tonbridge and Malling","80.8639","22","https://assets3.parliament.uk/ext/mnis-bio-person/www.dodspeople.com/photos/108954.jpg.jpg"
"Dr Rosena Allin-Khan MP","1","Tooting","83.1496","-19","https://assets3.parliament.uk/ext/mnis-bio-person/www.dodspeople.com/photos/118489.jpg.jpg"
"Kevin Foster MP","0","Torbay","111.124","26","https://assets3.parliament.uk/ext/mnis-bio-person/www.dodspeople.com/photos/62855.jpg.jpg"
"Nick Thomas-Symonds MP","0","Torfaen","-11.911","-19","https://assets3.parliament.uk/ext/mnis-bio-person/www.dodspeople.com/photos/64627.jpg.jpg"
"Dr Sarah Wollaston MP","1","Totnes","-12.5925","-13","https://assets3.parliament.uk/ext/mnis-bio-person/www.dodspeople.com/photos/81217.jpg.jpg"
"Rt Hon David Lammy MP","0","Tottenham","-188.775","-21","https://assets3.parliament.uk/ext/mnis-bio-person/www.dodspeople.com/photos/25459.jpg.jpg"
"Sarah Newton MP","1","Truro and Falmouth","23.0312","10","https://assets3.parliament.uk/ext/mnis-bio-person/www.dodspeople.com/photos/62750.jpg.jpg"
"Rt Hon Greg Clark MP","0","Tunbridge Wells","-106.119","15","https://assets3.parliament.uk/ext/mnis-bio-person/www.dodspeople.com/photos/40488.jpg.jpg"
"Rt Hon Sir Vince Cable MP","0","Twickenham","-279.03","-18","https://assets3.parliament.uk/ext/mnis-bio-person/www.dodspeople.com/photos/25665.jpg.jpg"
"Sir Alan Campbell MP","0","Tynemouth","27.3238","-19","https://assets3.parliament.uk/ext/mnis-bio-person/www.dodspeople.com/photos/25786.jpg.jpg"
"Mary Glindon MP","1","North Tyneside","-33.4087","-17","https://assets3.parliament.uk/ext/mnis-bio-person/www.dodspeople.com/photos/84517.jpg.jpg"
"rfhlaith Begley MP","1","West Tyrone","243.905","0","https://assets3.parliament.uk/ext/mnis-bio-person/www.dodspeople.com/photos/151734.jpg.jpg"
"Francie Molloy MP","1","Mid Ulster","-173.775","0","https://assets3.parliament.uk/ext/mnis-bio-person/www.dodspeople.com/photos/33623.jpg.jpg"
"David Simpson MP","0","Upper Bann","-202.834","30","https://assets3.parliament.uk/ext/mnis-bio-person/www.dodspeople.com/photos/33635.jpg.jpg"
"Rt Hon Boris Johnson MP","0","Uxbridge and South Ruislip","139.565","31","https://assets3.parliament.uk/ext/mnis-bio-person/www.dodspeople.com/photos/25179.jpg.jpg"
"Chris Ruane MP","0","Vale of Clwyd","-254.413","-20","https://assets3.parliament.uk/ext/mnis-bio-person/www.dodspeople.com/photos/25363.jpg.jpg"
"Rt Hon Alun Cairns MP","0","Vale of Glamorgan","-116.352","15","https://assets3.parliament.uk/ext/mnis-bio-person/www.dodspeople.com/photos/33463.jpg.jpg"
"Kate Hoey MP","1","Vauxhall","-63.089","26","https://assets3.parliament.uk/ext/mnis-bio-person/www.dodspeople.com/photos/25608.jpg.jpg"
"Mary Creagh MP","1","Wakefield","106.644","-22","https://assets3.parliament.uk/ext/mnis-bio-person/www.dodspeople.com/photos/36019.jpg.jpg"
"Ms Angela Eagle MP","1","Wallasey","169.633","-21","https://assets3.parliament.uk/ext/mnis-bio-person/www.dodspeople.com/photos/25642.jpg.jpg"
"Eddie Hughes MP","0","Walsall North","-159.352","30","https://assets3.parliament.uk/ext/mnis-bio-person/www.dodspeople.com/photos/35245.jpg.jpg"
"Valerie Vaz MP","1","Walsall South","214.286","-20","https://assets3.parliament.uk/ext/mnis-bio-person/www.dodspeople.com/photos/84905.jpg.jpg"
"Stella Creasy MP","1","Walthamstow","218.86","-22","https://assets3.parliament.uk/ext/mnis-bio-person/www.dodspeople.com/photos/72256.jpg.jpg"
"Ian Lavery MP","0","Wansbeck","169.464","-20","https://assets3.parliament.uk/ext/mnis-bio-person/www.dodspeople.com/photos/84518.jpg.jpg"
"Rt Hon Edward Vaizey MP","0","Wantage","113.345","-12","https://assets3.parliament.uk/ext/mnis-bio-person/www.dodspeople.com/photos/35502.jpg.jpg"
"Rt Hon John Spellar MP","0","Warley","-133.536","-10","https://assets3.parliament.uk/ext/mnis-bio-person/www.dodspeople.com/photos/25322.jpg.jpg"
"Helen Jones MP","1","Warrington North","-26.9975","-12","https://assets3.parliament.uk/ext/mnis-bio-person/www.dodspeople.com/photos/25523.jpg.jpg"
"Faisal Rashid MP","0","Warrington South","-203.352","-22","https://assets3.parliament.uk/ext/mnis-bio-person/www.dodspeople.com/photos/115851.jpg.jpg"
"Matt Western MP","0","Warwick and Leamington","-101.324","-21","https://assets3.parliament.uk/ext/mnis-bio-person/www.dodspeople.com/photos/117292.jpg.jpg"
"Craig Tracey MP","0","North Warwickshire","-63.2864","33","https://assets3.parliament.uk/ext/mnis-bio-person/www.dodspeople.com/photos/134861.jpg.jpg"
"Mrs Sharon Hodgson MP","1","Washington and Sunderland West","95.2864","-19","https://assets3.parliament.uk/ext/mnis-bio-person/www.dodspeople.com/photos/35910.jpg.jpg"
"Richard Harrington MP","0","Watford","-191.305","3","https://assets3.parliament.uk/ext/mnis-bio-person/www.dodspeople.com/photos/78037.jpg.jpg"
"Peter Aldous MP","0","Waveney","-207.143","20","https://assets3.parliament.uk/ext/mnis-bio-person/www.dodspeople.com/photos/35512.jpg.jpg"
"Ms Nusrat Ghani MP","1","Wealden","174.13","28","https://assets3.parliament.uk/ext/mnis-bio-person/www.dodspeople.com/photos/84390.jpg.jpg"
"Mike Amesbury MP","0","Weaver Vale","-195.392","-20","https://assets3.parliament.uk/ext/mnis-bio-person/www.dodspeople.com/photos/115548.jpg.jpg"
"Mr Peter Bone MP","0","Wellingborough","-115.529","34","https://assets3.parliament.uk/ext/mnis-bio-person/www.dodspeople.com/photos/31691.jpg.jpg"
"James Heappey MP","0","Wells","131.86","25","https://assets3.parliament.uk/ext/mnis-bio-person/www.dodspeople.com/photos/106018.jpg.jpg"
"Rt Hon Grant Shapps MP","0","Welwyn Hatfield","95.2388","28","https://assets3.parliament.uk/ext/mnis-bio-person/www.dodspeople.com/photos/31715.jpg.jpg"
"Rt Hon John Healey MP","0","Wentworth and Dearne","60.9617","-20","https://assets3.parliament.uk/ext/mnis-bio-person/www.dodspeople.com/photos/25567.jpg.jpg"
"Tom Watson MP","0","West Bromwich East","37.3921","-19","https://assets3.parliament.uk/ext/mnis-bio-person/www.dodspeople.com/photos/25228.jpg.jpg"
"Mr Adrian Bailey MP","0","West Bromwich West","-327.696","-21","https://assets3.parliament.uk/ext/mnis-bio-person/www.dodspeople.com/photos/25800.jpg.jpg"
"Lyn Brown MP","1","West Ham","-44.6283","-20","https://assets3.parliament.uk/ext/mnis-bio-person/www.dodspeople.com/photos/39376.jpg.jpg"
"Ms Karen Buck MP","1","Westminster North","-93.8223","-21","https://assets3.parliament.uk/ext/mnis-bio-person/www.dodspeople.com/photos/25747.jpg.jpg"
"Tim Farron MP","0","Westmorland and Lonsdale","-87.406","-19","https://assets3.parliament.uk/ext/mnis-bio-person/www.dodspeople.com/photos/31716.jpg.jpg"
"John Penrose MP","0","Weston-super-Mare","20.5803","20","https://assets3.parliament.uk/ext/mnis-bio-person/www.dodspeople.com/photos/31711.jpg.jpg"
"Lisa Nandy MP","1","Wigan","240.18","-18","https://assets3.parliament.uk/ext/mnis-bio-person/www.dodspeople.com/photos/54056.jpg.jpg"
"James Gray MP","0","North Wiltshire","54.6862","31","https://assets3.parliament.uk/ext/mnis-bio-person/www.dodspeople.com/photos/25542.jpg.jpg"
"Dr Andrew Murrison MP","0","South West Wiltshire","35.3517","21","https://assets3.parliament.uk/ext/mnis-bio-person/www.dodspeople.com/photos/25384.jpg.jpg"
"Stephen Hammond MP","0","Wimbledon","-28.1291","11","https://assets3.parliament.uk/ext/mnis-bio-person/www.dodspeople.com/photos/31703.jpg.jpg"
"Steve Brine MP","0","Winchester","103.867","3","https://assets3.parliament.uk/ext/mnis-bio-person/www.dodspeople.com/photos/62824.jpg.jpg"
"Adam Afriyie MP","0","Windsor","-47.738","31","https://assets3.parliament.uk/ext/mnis-bio-person/www.dodspeople.com/photos/35516.jpg.jpg"
"Alison McGovern MP","1","Wirral South","219.403","-19","https://assets3.parliament.uk/ext/mnis-bio-person/www.dodspeople.com/photos/84353.jpg.jpg"
"Margaret Greenwood MP","1","Wirral West","35.0466","-19","https://assets3.parliament.uk/ext/mnis-bio-person/www.dodspeople.com/photos/106012.jpg.jpg"
"Rt Hon Priti Patel MP","1","Witham","329.729","34","https://assets3.parliament.uk/ext/mnis-bio-person/www.dodspeople.com/photos/37703.jpg.jpg"
"Robert Courts MP","0","Witney","84.3559","28","https://assets3.parliament.uk/ext/mnis-bio-person/www.dodspeople.com/photos/134363.jpg.jpg"
"Mr Jonathan Lord MP","0","Woking","130.969","32","https://assets3.parliament.uk/ext/mnis-bio-person/www.dodspeople.com/photos/83146.jpg.jpg"
"Rt Hon John Redwood MP","0","Wokingham","-17.1403","38","https://assets3.parliament.uk/ext/mnis-bio-person/www.dodspeople.com/photos/25340.jpg.jpg"
"Emma Reynolds MP","1","Wolverhampton North East","163.077","-18","https://assets3.parliament.uk/ext/mnis-bio-person/www.dodspeople.com/photos/52382.jpg.jpg"
"Rt Hon Pat McFadden MP","0","Wolverhampton South East","-1.49797","-17","https://assets3.parliament.uk/ext/mnis-bio-person/www.dodspeople.com/photos/18145.jpg.jpg"
"Eleanor Smith MP","1","Wolverhampton South West","-160.252","-20","https://assets3.parliament.uk/ext/mnis-bio-person/www.dodspeople.com/photos/147983.jpg.jpg"
"Mr Robin Walker MP","0","Worcester","148.291","22","https://assets3.parliament.uk/ext/mnis-bio-person/www.dodspeople.com/photos/62794.jpg.jpg"
"Nigel Huddleston MP","0","Mid Worcestershire","141.633","22","https://assets3.parliament.uk/ext/mnis-bio-person/www.dodspeople.com/photos/72276.jpg.jpg"
"Harriett Baldwin MP","1","West Worcestershire","15.8671","24","https://assets3.parliament.uk/ext/mnis-bio-person/www.dodspeople.com/photos/40489.jpg.jpg"
"Sue Hayman MP","1","Workington","294.517","-20","https://assets3.parliament.uk/ext/mnis-bio-person/www.dodspeople.com/photos/37598.jpg.jpg"
"Barbara Keeley MP","1","Worsley and Eccles South","146.766","-19","https://assets3.parliament.uk/ext/mnis-bio-person/www.dodspeople.com/photos/36036.jpg.jpg"
"Tim Loughton MP","0","East Worthing and Shoreham","34.9677","30","https://assets3.parliament.uk/ext/mnis-bio-person/www.dodspeople.com/photos/25471.jpg.jpg"
"Sir Peter Bottomley MP","0","Worthing West","-129.168","22","https://assets3.parliament.uk/ext/mnis-bio-person/www.dodspeople.com/photos/25739.jpg.jpg"
"Mark Pritchard MP","0","The Wrekin","223.412","34","https://assets3.parliament.uk/ext/mnis-bio-person/www.dodspeople.com/photos/31594.jpg.jpg"
"Ian C. Lucas MP","0","Wrexham","-214.03","-17","https://assets3.parliament.uk/ext/mnis-bio-person/www.dodspeople.com/photos/25496.jpg.jpg"
"Mr Steve Baker MP","0","Wycombe","182.49","34","https://assets3.parliament.uk/ext/mnis-bio-person/www.dodspeople.com/photos/83404.jpg.jpg"
"Rt Hon Ben Wallace MP","0","Wyre and Preston North","-42.792","24","https://assets3.parliament.uk/ext/mnis-bio-person/www.dodspeople.com/photos/35379.jpg.jpg"
"Mark Garnier MP","0","Wyre Forest","-56.8709","16","https://assets3.parliament.uk/ext/mnis-bio-person/www.dodspeople.com/photos/35520.jpg.jpg"
"Mike Kane MP","0","Wythenshawe and Sale East","97.18","-16","https://assets3.parliament.uk/ext/mnis-bio-person/www.dodspeople.com/photos/109778.jpg.jpg"
"Mr Marcus Fysh MP","0","Yeovil","115.905","35","https://assets3.parliament.uk/ext/mnis-bio-person/www.dodspeople.com/photos/106538.jpg.jpg"
"Albert Owen MP","0","Ynys Mn","-58.0404","-24","https://assets3.parliament.uk/ext/mnis-bio-person/www.dodspeople.com/photos/25395.jpg.jpg"
"Rachael Maskell MP","1","York Central","8.04871","-19","https://assets3.parliament.uk/ext/mnis-bio-person/www.dodspeople.com/photos/137703.jpg.jpg"
"Julian Sturdy MP","0","York Outer","-37.9047","26","https://assets3.parliament.uk/ext/mnis-bio-person/www.dodspeople.com/photos/35437.jpg.jpg"
"Rt Hon Sir Greg Knight MP","0","East Yorkshire","-242.878","31","https://assets3.parliament.uk/ext/mnis-bio-person/www.dodspeople.com/photos/25553.jpg.jpg"